Target,Rep_success,Rep_message,TrackingError_ann,R2,CAGR,Vol,Sharpe,MaxDD
Mystery1,True,Optimization terminated successfully,0.001322865757645,0.999902875288144,0.1241853517683058,0.1340153396265202,0.9409213705281108,-0.2641972040443479
Mystery1,True,Optimization terminated successfully,0.001322865757645071,0.9999028752881441,0.12418535176830581,0.13401533962652024,0.9409213705281109,-0.2641972040443479
